# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SP-STYX	SPU_011259	SPU_011259-tr	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SU(FU)	SPU_001365	SPU_001365-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-SU(FU)_1	SPU_008207	SPU_008207-tr	protein_coding	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0
SP-SUCLA2	SPU_013087	SPU_013087-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-SUCLG1	SPU_025397	SPU_025397-tr	protein_coding	0	2	0	6	0	4	0	2	0	0	0	0	2	0	0	0	0	0	2
SP-SUCLG2	SPU_002124	SPU_002124-tr	protein_coding	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0
SP-SULF1_1	SPU_003729	SPU_003729-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SULT1A	SPU_011255	SPU_011255-tr	protein_coding	0	0	3	3	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0
SP-SULT1B	SPU_012343	SPU_012343-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SULT1B1L	SPU_022313	SPU_022313-tr	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SULT1B1_1	SPU_022312	SPU_022312-tr	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
SP-SULT1C_2	SPU_006187	SPU_006187-tr	protein_coding	0	2	6	7	0	0	0	0	6	0	0	0	0	0	0	0	0	2	7
SP-SULT1C_3	SPU_012342	SPU_012342-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SULT4A1	SPU_000163	SPU_000163-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-SUMF1	SPU_010115	SPU_010115-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SUOX	SPU_014342	SPU_014342-tr	protein_coding	0	0	1	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SUPT16HL	SPU_002994	SPU_002994-tr	protein_coding	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
SP-SUPT16HL_1	SPU_023048	SPU_023048-tr	protein_coding	0	5	0	16	0	0	0	5	0	0	0	0	1	0	0	0	0	4	12
SP-SUPT16HL_2	SPU_002598	SPU_002598-tr	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SP-SUPT3H	SPU_005321	SPU_005321-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SUPT5H	SPU_012816	SPU_012816-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SUPV3L1	SPU_022156	SPU_022156-tr	protein_coding	0	10	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	0
SP-SURF6L	SPU_001976	SPU_001976-tr	protein_coding	0	6	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	5	0
SP-SURREAL/GPCR106	SPU_007274	SPU_007274-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SURREAL/GPCR113	SPU_020295	SPU_020295-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-SUSD2-3	SPU_003991	SPU_003991-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SUSD2-4	SPU_004335	SPU_004335-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SUSD2_1	SPU_014510	SPU_014510-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-SUSD2_2	SPU_028403	SPU_028403-tr	protein_coding	0	0	0	12	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0
SP-SUZ12	SPU_013163	SPU_013163-tr	protein_coding	0	2	0	5	0	2	0	5	0	0	0	0	2	0	0	0	0	0	0
SP-SV2B	SPU_002684	SPU_002684-tr	protein_coding	0	9	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	8	0
SP-SVEP1	SPU_002021	SPU_002021-tr	protein_coding	0	0	0	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
SP-SVEP1L	SPU_011098	SPU_011098-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SVEP1L_3	SPU_002010	SPU_002010-tr	protein_coding	0	0	0	6	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-SVEP1L_5	SPU_004372	SPU_004372-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-SVEP1L_6	SPU_019311	SPU_019311-tr	protein_coding	0	4	3	3	0	0	0	3	3	0	0	0	1	0	0	0	0	4	0
SP-SVEP1L_8	SPU_026942	SPU_026942-tr	protein_coding	0	0	0	18	0	1	0	15	0	0	0	0	0	0	0	0	0	0	2
SP-SVEP1_1	SPU_017075	SPU_017075-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SVLNPH	SPU_007557	SPU_007557-tr	protein_coding	0	10	0	5	0	0	0	7	0	0	0	0	2	0	0	0	0	8	0
SP-SVOP	SPU_008343	SPU_008343-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SWAP70	SPU_006596	SPU_006596-tr	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SP-SWI/SNF	SPU_004317	SPU_004317-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-SWIFT	SPU_027111	SPU_027111-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-SWIL	SPU_023530	SPU_023530-tr	protein_coding	0	3	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-SYBL1	SPU_028817	SPU_028817-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SYK/ZAP70	SPU_006988	SPU_006988-tr	protein_coding	0	0	0	23	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SYMPK	SPU_026497	SPU_026497-tr	protein_coding	0	4	6	5	0	4	0	0	6	0	0	0	0	0	0	0	0	4	1
SP-SYN3	SPU_008855	SPU_008855-tr	protein_coding	0	1	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0
SP-SYNE1	SPU_013237	SPU_013237-tr	protein_coding	0	4	10	7	0	0	0	7	10	0	0	0	1	0	0	0	1	3	0
SP-SYNE1L_2	SPU_021163	SPU_021163-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SYNJ1	SPU_014670	SPU_014670-tr	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
SP-SYP	SPU_014316	SPU_014316-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SYT1-1	SPU_005854	SPU_005854-tr	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
SP-SYT1-2	SPU_002292	SPU_002292-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SYT12	SPU_012856	SPU_012856-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SYT6-1	SPU_000343	SPU_000343-tr	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
SP-SYT6-1_1	SPU_007948	SPU_007948-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SYT6-2	SPU_019127	SPU_019127-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-SYT7	SPU_020199	SPU_020199-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SYT7L	SPU_009744	SPU_009744-tr	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SYT9L	SPU_002444	SPU_002444-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-TAAR7EL_2	SPU_005392	SPU_005392-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-TAB1	SPU_005254	SPU_005254-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-TAB2/3	SPU_003955	SPU_003955-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TACR2L_1	SPU_010179	SPU_010179-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-TADA1L	SPU_019519	SPU_019519-tr	protein_coding	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-TADA2L	SPU_024643	SPU_024643-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TADA2L_1	SPU_024644	SPU_024644-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TAF1	SPU_025624	SPU_025624-tr	protein_coding	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
SP-TAF4	SPU_003868	SPU_003868-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-TAF5	SPU_008294	SPU_008294-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TAF5L	SPU_020698	SPU_020698-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-TAF6	SPU_028809	SPU_028809-tr	protein_coding	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SP-TAF6LL	SPU_002511	SPU_002511-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-TAF7	SPU_023685	SPU_023685-tr	protein_coding	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
SP-TAF9	SPU_021928	SPU_021928-tr	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SP-TAK1	SPU_002696	SPU_002696-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-TAL1PH	SPU_000241	SPU_000241-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-TALDO1	SPU_022476	SPU_022476-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TALPID3	SPU_008953	SPU_008953-tr	protein_coding	3	3	16	0	0	0	0	2	16	0	0	0	3	0	0	3	0	1	0
SP-TANC2_1	SPU_006231	SPU_006231-tr	protein_coding	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TAPT1	SPU_019539	SPU_019539-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-TARS	SPU_020801	SPU_020801-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TASP1	SPU_003174	SPU_003174-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-TATDN2L	SPU_012778	SPU_012778-tr	protein_coding	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
SP-TAUD	SPU_009357	SPU_009357-tr	protein_coding	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
SP-TAUI1PH1	SPU_013254	SPU_013254-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-TAX1BP1	SPU_015235	SPU_015235-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TAX1BP1-2	SPU_000804	SPU_000804-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TBC1D1	SPU_003008	SPU_003008-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TBC1D10B	SPU_020180	SPU_020180-tr	protein_coding	0	2	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0
SP-TBC1D15	SPU_011407	SPU_011407-tr	protein_coding	1	1	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0
SP-TBC1D15_1	SPU_019360	SPU_019360-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-TBC1D23	SPU_002825	SPU_002825-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-TBC1D24	SPU_020856	SPU_020856-tr	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
SP-TBC1D30	SPU_020575	SPU_020575-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-TBC1D30L	SPU_005780	SPU_005780-tr	protein_coding	0	6	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	6	0
SP-TBC1D9	SPU_008041	SPU_008041-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-TBCC	SPU_022410	SPU_022410-tr	protein_coding	0	1	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3
SP-TBCD	SPU_000084	SPU_000084-tr	protein_coding	0	3	5	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0
SP-TBL1XR1	SPU_008625	SPU_008625-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TBL3	SPU_009068	SPU_009068-tr	protein_coding	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-TBPAF1_1	SPU_021117	SPU_021117-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-TBPAF_RNA_POLIB	SPU_006579	SPU_006579-tr	protein_coding	0	5	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0
SP-TBPL1	SPU_018119	SPU_018119-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TBR	SPU_025584	SPU_025584-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-TBRG4	SPU_020136	SPU_020136-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-TBX2-3	SPU_023386	SPU_023386-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-TBX20	SPU_018391	SPU_018391-tr	protein_coding	0	0	6	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0
SP-TBX20_1	SPU_018392	SPU_018392-tr	protein_coding	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
SP-TBX4	SPU_023441	SPU_023441-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TCEB3	SPU_002285	SPU_002285-tr	protein_coding	0	6	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0
SP-TCF19L	SPU_000361	SPU_000361-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-TCK	SPU_014785	SPU_014785-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TCP1	SPU_022988	SPU_022988-tr	protein_coding	0	1	3	5	0	5	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-TCP11	SPU_023788	SPU_023788-tr	protein_coding	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0
SP-TCP1_1	SPU_022270	SPU_022270-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-TCP1_2	SPU_022269	SPU_022269-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TCP2	SPU_005193	SPU_005193-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TCTN2	SPU_026180	SPU_026180-tr	protein_coding	0	2	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0
SP-TDO2_1	SPU_027816	SPU_027816-tr	protein_coding	0	11	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	9	0
SP-TDRD1	SPU_017916	SPU_017916-tr	protein_coding	1	3	5	0	0	0	0	0	5	0	0	0	0	0	1	0	0	3	0
SP-TDRD4	SPU_012041	SPU_012041-tr	protein_coding	0	5	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0
SP-TDRD5	SPU_025533	SPU_025533-tr	protein_coding	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
SP-TDRD7L	SPU_017135	SPU_017135-tr	protein_coding	0	6	6	4	0	3	0	1	6	0	0	0	0	0	0	0	0	6	0
SP-TDRD9	SPU_026759	SPU_026759-tr	protein_coding	0	7	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0
SP-TDRDCP_2	SPU_027411	SPU_027411-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TEAD4	SPU_021210	SPU_021210-tr	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TEC	SPU_012277	SPU_012277-tr	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SP-TECP2	SPU_019422	SPU_019422-tr	protein_coding	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-TECTAL	SPU_015019	SPU_015019-tr	protein_coding	0	0	3	6	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1
SP-TECTONIC	SPU_006742	SPU_006742-tr	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
SP-TEKTIN3	SPU_023618	SPU_023618-tr	protein_coding	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-TELO2	SPU_002530	SPU_002530-tr	protein_coding	0	5	3	1	0	0	0	1	3	0	0	0	0	0	0	0	0	5	0
SP-TENAL	SPU_001327	SPU_001327-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-TENSIN	SPU_005602	SPU_005602-tr	protein_coding	0	0	1	3	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
SP-TENSIN_1	SPU_017940	SPU_017940-tr	protein_coding	0	1	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0
SP-TEP1	SPU_001240	SPU_001240-tr	protein_coding	0	13	0	7	0	5	0	3	0	0	0	0	1	0	0	0	0	12	0
SP-TEP1-2	SPU_019164	SPU_019164-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-TEP1L	SPU_013785	SPU_013785-tr	protein_coding	0	3	8	2	2	0	0	0	8	0	0	0	0	0	0	0	0	3	0
SP-TEP1L_4	SPU_002865	SPU_002865-tr	protein_coding	1	0	2	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	5
SP-TEP1L_5	SPU_005840	SPU_005840-tr	protein_coding	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-TEP1L_9	SPU_024025	SPU_024025-tr	protein_coding	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
SP-TERFAL	SPU_028110	SPU_028110-tr	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TEX11L	SPU_005348	SPU_005348-tr	protein_coding	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-TEX261L	SPU_000631	SPU_000631-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TEX264L	SPU_027516	SPU_027516-tr	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SP-TEX2L	SPU_021234	SPU_021234-tr	protein_coding	0	3	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3	5
SP-TEX9	SPU_028614	SPU_028614-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-TFB1M	SPU_028677	SPU_028677-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-TFB2M	SPU_008461	SPU_008461-tr	protein_coding	0	9	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	9	0
SP-TFG	SPU_014259	SPU_014259-tr	protein_coding	0	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-TFIIAALP	SPU_009651	SPU_009651-tr	protein_coding	0	1	2	3	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0
SP-TFIID11	SPU_008669	SPU_008669-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-TFIID13	SPU_014732	SPU_014732-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TFIIIA	SPU_002674	SPU_002674-tr	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TFIP11	SPU_024180	SPU_024180-tr	protein_coding	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
SP-TFIP11	SPU_028835	SPU_028835-tr	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TGFB2_1	SPU_022653	SPU_022653-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-TGFBRTII	SPU_017511	SPU_017511-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TGSHL	SPU_009295	SPU_009295-tr	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
SP-TH0C3	SPU_003541	SPU_003541-tr	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TH1L	SPU_013005	SPU_013005-tr	protein_coding	1	0	6	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0
SP-TH1L_1	SPU_002924	SPU_002924-tr	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
SP-THADA	SPU_001263	SPU_001263-tr	protein_coding	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-THAP9	SPU_023740	SPU_023740-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-THEM2	SPU_017669	SPU_017669-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-THNSL2	SPU_019333	SPU_019333-tr	protein_coding	0	4	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0
SP-THOC2	SPU_022305	SPU_022305-tr	protein_coding	1	4	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	0
SP-THOC5	SPU_024067	SPU_024067-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-THOC6H	SPU_006936	SPU_006936-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-THRAP4L	SPU_012337	SPU_012337-tr	protein_coding	0	3	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0
SP-THREDH	SPU_020491	SPU_020491-tr	protein_coding	0	3	1	3	0	0	0	2	1	0	0	0	0	0	0	0	0	3	1
SP-THROMBB1	SPU_012936	SPU_012936-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-THROMBD	SPU_013106	SPU_013106-tr	protein_coding	0	9	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0
SP-THSD4L_2	SPU_026041	SPU_026041-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-THSD7B_2	SPU_025454	SPU_025454-tr	protein_coding	0	9	3	0	0	0	0	1	3	0	0	0	1	0	0	0	0	8	0
SP-THTPA	SPU_001570	SPU_001570-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-THYMBH	SPU_026031	SPU_026031-tr	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-THYTRPRHR	SPU_010167	SPU_010167-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-TIAL1	SPU_006580	SPU_006580-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-TIAM2	SPU_011527	SPU_011527-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-TIAM2_1	SPU_025443	SPU_025443-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-TIE	SPU_026748	SPU_026748-tr	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
SP-TIE1/2	SPU_024044	SPU_024044-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-TIE1/2L	SPU_022405	SPU_022405-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-TIE1L-6	SPU_018660	SPU_018660-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-TIE1L_2	SPU_013190	SPU_013190-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-TIE2L	SPU_002763	SPU_002763-tr	protein_coding	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-TIGD4	SPU_016828	SPU_016828-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-TIM1	SPU_006230	SPU_006230-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-TIM2	SPU_025518	SPU_025518-tr	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SP-TIML	SPU_028411	SPU_028411-tr	protein_coding	0	0	0	15	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0
